Barcode	Row	Column	Col	ScreenID	Treatment	Medium	ORF	Screen.Name	Library.Name	MasterPlate.Number	Timeseries.order	Inoc.Time	TileX	TileY	XOffset	YOffset	Threshold	EdgeLength	EdgePixels	RepQuad	K	r	g	v	objval	tshift	t0	d0	nAUC	nSTP	Gene	MDP	MDR	MDRMDP	glog_maxslp	DT	AUC	fit
DLR00012733	1	17	17	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	2472	214	NA	0.0405455804784485	0.0405455804784485	1	0.0586020747345079	15.2513270417124	1.09757160341081e-05	1	0.00665433259000276	0	0.0238888888888889	0.0394816541511549	0.139303872660889	0.085804365403191	HIS3	12.3824209656452	21.9970684877822	272.376962025847	0.223439851774713	1.09105447452374	0.259976578547171	272.376962025847
DLR00012733	1	18	18	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	2608	214	NA	0.0429431509403804	0.0429431509403804	1	0.0799528063841014	5.59092521951036	1.1e-05	1	0.00778847929827788	0	0.0238888888888889	0.0397012647510728	0.144836110020397	0.0943003827518894	HIS3	12.827429434835	8.06439907406051	103.44551005686	0.111752540395875	2.97604319672089	0.272559395149871	103.44551005686
DLR00012733	1	19	19	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	2744	214	NA	0.0364963503649635	0.0364963503649635	1	0.0639188783376103	9.64275552219612	1.1e-05	1	0.00692013732086731	0	0.0238888888888889	0.0395943494087167	0.140720501182963	0.0843966186725065	HIS3	12.5045228526736	13.9081016063798	173.914174374282	0.154088529265643	1.72561293260835	0.2620853513698	173.914174374282
DLR00012733	1	20	20	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	2872	216	NA	0.0361233949597741	0.0361233949597741	1	0.0715245205394327	5.49330872625049	1.1e-05	1	0.00703560797103032	0	0.0238888888888889	0.036235753655398	0.129009226360109	0.0844532225264442	HIS3	12.6667186824686	7.92341082921942	100.363615979348	0.0982265682050371	3.02899856101042	0.243250677676178	100.363615979348
DLR00012733	1	21	21	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	3014	217	NA	0.0208322233470084	0.0208322233470084	1	0.0567543876374091	5.35260566089486	1.1e-05	1	0.00544323874727216	0	0.0238888888888889	0.0280721431499529	0.10027983144006	0.0675615758364274	HIS3	12.3330126912547	7.72001834573962	95.2110842347262	0.0759459641371543	3.10880090242851	0.193075073367686	95.2110842347262
DLR00012733	1	22	22	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	3144	225	NA	0.0146518194895839	0.0146518194895839	1	0.0421899973226635	4.34879988492629	1.1e-05	1	0.00272320562076316	0	0.0238888888888889	0.0123739389269438	0.0511345187496559	0.0502786395453649	HIS3	11.9051817569174	6.27163204857572	74.664919450802	0.0458689638754599	3.82675511160614	0.130837584542724	74.664919450802
DLR00012733	1	23	23	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	3292	214	NA	0.0132132772124247	0.0132132772124247	1	0.0335488322602139	4.22689033675551	1.1e-05	1	0.00214659224919799	0	0.0238888888888889	0.00992666826141482	0.0403752057854491	0.0393328393326387	HIS3	11.5745433120852	6.09522907474449	70.5494929227112	0.0354518087225324	3.93750582721226	0.104011714205087	70.5494929227112
DLR00012733	1	24	24	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	3428	214	NA	0.010176354627311	0.010176354627311	1	0.0353911388282445	5.039246358965	1.1e-05	1	0.00380971709720884	0	0.0238888888888889	0.0215620823318434	0.0627644620630796	0.0429926752347774	HIS3	11.6516689469597	7.26683570971672	84.6707639815645	0.044586166869964	3.3026754640825	0.120179868699958	84.6707639815645
DLR00012733	2	1	1	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	282	350	NA	0.0176354627310992	0.0176354627310992	1	0.0458112540419233	2.66535116689776	9e-06	1	0.000784438710040969	0	2.65664351851852	0.00762285717047615	0.00654501114095946	0.0414879415401086	HIS3	12.3134894339843	3.84419903058254	47.3355041452106	0.0305257698544225	6.24317310552027	0.0824552318719466	47.3355041452106
DLR00012733	2	2	2	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR033C	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	412	353	NA	0.012254249027652	0.012254249027652	1	0.251663585162497	4.92010198869574	1.1e-05	1	0.00917071551050865	0	1.62133101851852	0.0346382938301288	0.206400498409414	0.279255870873145	EXO1	14.4817053344909	7.09775913306089	102.787656300179	0.309552626460076	3.3813488947814	0.744820891063245	102.787656300179
DLR00012733	2	3	3	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YML030W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	556	350	NA	0.0719803932015558	0.0719803932015558	1	0.0618997961310787	3.03759201152688	1.1e-05	1	0.00147606863979871	0	0.0238888888888889	0.00463595626447674	0.0317141166879994	0.0623141022315396	YML030W	12.4582154187981	4.38119539678024	54.581876044935	0.0470065815607269	5.47795700178944	0.133502033804716	54.581876044935
DLR00012733	2	4	4	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YPR160W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	694	350	NA	0.0782673557461772	0.0782673557461772	1	0.0741994900490392	3.12622248301596	1.1e-05	1	0.00284619131450819	0	0.0238888888888889	0.0120578008272081	0.0514026562353617	0.0760784023947886	GPH1	12.7196900325797	4.50922103485413	57.3558938517326	0.0579910285049062	5.32242704770767	0.161710025359097	57.3558938517326
DLR00012733	2	5	5	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YDL109C	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	822	362	NA	0.0901486493686398	0.0901486493686398	1	0.103171321413108	3.45810372519479	1.1e-05	1	0.00407828218547613	0	0.0238888888888889	0.01436436047173	0.0811097653234544	0.110388052727154	YDL109C	13.195250855582	4.98822169231182	65.8208365533105	0.0891942827279849	4.81133387415206	0.242935054695651	65.8208365533105
DLR00012733	2	6	6	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YDL012C	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	958	358	NA	0.0905216047738292	0.0905216047738292	1	0.0824450703260354	3.56038471542456	1.1e-05	1	0.00429217119558886	0	0.0238888888888889	0.0165214493660209	0.0797038398945726	0.0900284246265538	YDL012C	12.8717139934614	5.13556064349301	66.1034677991189	0.0733840420627299	4.67329697107347	0.205573911020959	66.1034677991189
DLR00012733	2	7	7	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	1104	350	NA	0.0693697053652299	0.0693697053652299	1	0.0576405193195472	4.60210537722956	1.1e-05	1	0.00410749329909791	0	0.0238888888888889	0.0180839758021612	0.0729533918224783	0.0731880383123943	HIS3	12.3553640946268	6.63760660960261	82.0100463785414	0.0663169359766981	3.61576113373143	0.180884011537381	82.0100463785414
DLR00012733	2	8	8	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YNL250W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	1240	350	NA	0.000372955405189408	0.000372955405189408	1	0.02525	7.63975913720013	1.1e-05	1	0.00286215724890776	0	0.0238888888888889	0.0177534171083012	0.049958297722992	0.0247586058592022	RAD50	11.1645641487766	0	0	0.0482259795535758	25	0.100618038465103	0
DLR00012733	2	9	9	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YGL179C	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	1368	351	NA	0.0713943204219724	0.0713943204219724	1	0.0600545572589848	4.59504395700669	1.1e-05	1	0.0038433231780565	0	0.0238888888888889	0.0170108914421808	0.0744136355582709	0.0723568248248783	TOS3	12.4145544903646	6.62749530724886	82.2774016264766	0.0689883326059027	3.621277554697	0.18775395606123	82.2774016264766
DLR00012733	2	10	10	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YKL109W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	1514	350	NA	0.0408652565400394	0.0408652565400394	1	0.109852668944964	3.55575759864537	1.1e-05	1	0.00369038512832062	0	0.0238888888888889	0.0146912221899683	0.0844924770327742	0.112896403396309	HAP4	13.2857787772393	5.12913277298026	68.1445233409035	0.0976523655831328	4.67915358448694	0.264708524209572	68.1445233409035
DLR00012733	2	11	11	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YKL198C	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	1644	354	NA	0.0674516489956844	0.0674516489956844	1	0.0640375815672326	4.46254946288581	1.1e-05	1	0.00321718734413308	0	0.0238888888888889	0.0133281887187826	0.0708766896688395	0.0735693099352438	PTK1	12.5071995852116	6.43650248955734	80.5026212676052	0.0714427188068399	3.72873311848133	0.195728043786984	80.5026212676052
DLR00012733	2	12	12	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	1780	353	NA	0.0633491395386009	0.0633491395386009	1	0.0517554645800092	4.68674326533556	1.1e-05	1	0.00339098932583475	0	0.0238888888888889	0.0167911166828223	0.0702428459645957	0.0594335515190306	HIS3	12.1999919579447	6.75946796749171	82.4654548433836	0.0606411437661678	3.55057529903583	0.165338846661183	82.4654548433836
DLR00012733	2	13	13	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YJL094C	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	1918	353	NA	0.0331930310618573	0.0331930310618573	1	0.204588485823194	4.06092842370915	1.1e-05	1	0.00434642948470925	0	0.0238888888888889	0.0168218209606089	0.158659724940905	0.212048010071708	KHA1	14.1829338087361	5.85822684709703	83.0868436089378	0.207704799310756	4.09680277435704	0.527612731320727	83.0868436089378
DLR00012733	2	14	14	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YLR387C	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	2054	350	NA	0.0522137567265171	0.0522137567265171	1	0.0426873011443177	4.70853627258923	1.1e-05	1	0.0027754362432236	0	0.0238888888888889	0.0142642847171145	0.0600605991121716	0.0483629671359471	REH1	11.9220877136408	6.79045649992691	80.956418007791	0.05024867645424	3.53437210005812	0.138462752882701	80.956418007791
DLR00012733	2	15	15	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YGR231C	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	2188	353	NA	0.0355373221801907	0.0355373221801907	1	0.16213687732155	3.77695967944266	1.1e-05	1	0.00395189869513656	0	0.0238888888888889	0.0139935994367515	0.116404979260053	0.168122780499852	PHB2	13.8474211186358	5.44846765936693	75.447226130522	0.153096112048558	4.40490822382684	0.398598640821499	75.447226130522
DLR00012733	2	16	16	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YNL125C	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	2334	350	NA	0.0295167563535617	0.0295167563535617	1	0.0379242556041568	4.82695162648213	1.1e-05	1	0.00291918955621009	0	0.0238888888888889	0.0157669693964939	0.0587640576596128	0.0428006584733772	ESBP6	11.7514016237383	6.96090507134936	81.800391158143	0.0457646368179021	3.44782751007228	0.125569333009349	81.800391158143
DLR00012733	2	17	17	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YPR119W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	2594	350	NA	0.0387873621396984	0.0387873621396984	1	0.229284885113546	4.97362383744854	1.1e-05	1	0.00496330531462763	0	0.0238888888888889	0.0153843426615812	0.219435139697334	0.247492770726456	CLB2	14.3473501087101	7.17492580693895	102.941172556172	0.285094192541846	3.34498232396903	0.68791134358308	102.941172556172
DLR00012733	2	18	18	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YER173W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	2594	349	NA	0.0389472001704939	0.0389472001704939	1	0.229298139847608	4.97396083807619	1.1e-05	1	0.00497002576680061	0	0.0238888888888889	0.015396147294095	0.219486506381425	0.247591040269075	RAD24	14.3474335070832	7.17541199113276	102.948746428705	0.285129991961429	3.34475567809329	0.687979513008385	102.948746428705
DLR00012733	2	19	19	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YNL268W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	2728	357	NA	0.0556769140604188	0.0556769140604188	1	0.0544732486444237	4.48881257942612	1.1e-05	1	0.00318554352699079	0	0.0238888888888889	0.0135433672513194	0.063930880727502	0.0642383566479783	LYP1	12.2738286692773	6.47410098197595	79.4620062403725	0.0611300509393239	3.7070784139476	0.169069037140773	79.4620062403725
DLR00012733	2	20	20	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YBR274W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	2876	348	NA	0.0334061484362513	0.0334061484362513	1	0.184340389444683	4.75586974578224	1.1e-05	1	0.00450380703587752	0	0.0238888888888889	0.0120314149911344	0.16889352106867	0.201810928769797	CHK1	14.0325810595276	6.86067901676495	96.2730344261543	0.21917472027142	3.49819601548956	0.544636370220822	96.2730344261543
DLR00012733	2	21	21	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YPR119W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	3018	350	NA	0.0173690660131067	0.0173690660131067	1	0.0452986252135981	3.01854614015571	1.1e-05	1	0.00133961888127925	0	0.0238888888888889	0.00478359669138193	0.0268584370095985	0.0445302899456402	CLB2	12.0077480269095	4.35331587710014	52.2735201337628	0.0341839975732167	5.51303895181322	0.1015519509508	52.2735201337628
DLR00012733	2	22	22	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YIR039C	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	3156	350	NA	0.0580744845223507	0.0580744845223507	1	0.0473485220299099	2.91301846396729	1.1e-05	1	0.000789545146005462	0	1.88953703703704	0.00408848319398709	0.0161494103010286	0.0461879762304448	YPS6	12.0716001540103	4.2011887027744	50.7150701914377	0.0344817797286724	5.71266888920052	0.100716064352884	50.7150701914377
DLR00012733	2	23	23	P15_cdc13-1	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YGL179C	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	10	2009-11-09_19-26-14	136	136	3280	350	NA	0.073205818104321	0.073205818104321	1	0.0645360069208444	2.89123951050093	1.1e-05	1	0.000728781718542676	0	2.65664351851852	0.0192633450095654	0.0156500006136824	0.0623984726919874	TOS3	12.5183850766714	4.17015118580098	52.2035583717947	0.0466472632648767	5.75518702576491	0.129010794454985	52.2035583717947
