	Column	Row	x	y	Diameter	Intensity	Area	Trimmed	FeatureMedian	FeatureVariance	BackgroundMedian	Circularity	Perimeter	redMean	greenMean	blueMean	redMeanBack	greenMeanBack	blueMeanBack	redMedian	greenMedian	blueMedian	redMedianBack	greenMedianBack	blueMedianBack	Barcode	Filename	DateTime	FileName	Start.Time	Treatment	Medium	Screen	Library	Plate	RepQuad	ExptTime	ORF	Gene	ID
12	13	1	1994.5	282.0	136	0.0481629724312	0.579892375726	0.0365981279881	0.0573415599589	0.00109915654392	0.0237925391543	0.0	0.0	94.2667217935	113.990260933	115.959757442	82.569055168	105.625745086	110.115409004	93.0	112.0	115.0	82.0	105.0	110.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YOR202W	HIS3	DLR00012733_R01C13
13	14	1	2125.5	286.0	136	0.0416031678275	0.552719910491	0.0302645546406	0.0492199946824	0.000983897183883	0.0225768624539	0.0	0.0	92.0430884905	111.839888182	114.172835936	82.1992852889	104.970220369	109.588445503	90.0	110.0	113.0	81.0	104.0	109.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YOR202W	HIS3	DLR00012733_R01C14
14	15	1	2265.5	281.0	136	0.0428243493583	0.534338536949	0.0305589834111	0.0503494143458	0.00108871601004	0.0230239150542	59.5596081717	0.00245084980553	92.9094625586	112.362748031	114.654103101	82.7173913043	105.080778032	109.873684211	91.0	110.0	114.0	82.0	104.0	109.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YOR202W	HIS3	DLR00012733_R01C15
15	16	1	2389.5	291.0	136	0.0340541509924	0.453780169428	0.0194146689497	0.0355141015585	0.000415321737491	0.0230239150542	0.0	0.0	88.1512269578	108.854995891	112.971938476	82.8114514241	105.162017167	110.241611393	86.0	107.0	112.0	82.0	104.0	110.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YOR202W	HIS3	DLR00012733_R01C16
16	17	1	2539.5	282.0	136	0.0394816541512	0.504875059939	0.0258549129205	0.047321950919	0.000723012907543	0.0237493956762	329.858526154	0.00101230752837	90.9080835796	110.847298438	114.330730266	83.0083934144	105.292370602	110.665231895	90.0	110.0	114.0	82.0	105.0	110.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YOR202W	HIS3	DLR00012733_R01C17
17	18	1	2676.5	282.0	136	0.0397012647511	0.534818051042	0.0263733855595	0.0452984260549	0.000873965781561	0.0237493956762	875.980751576	0.000639352123182	90.5654512851	110.231819087	114.15371588	83.7346237544	105.354369488	110.966785019	89.0	109.0	114.0	82.0	104.0	111.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YOR202W	HIS3	DLR00012733_R01C18
18	19	1	2812.5	282.0	136	0.0395943494087	0.481964942192	0.0255818717126	0.0464709592772	0.000900890398783	0.0227886305107	0.0	0.0	92.2153437984	111.009949149	114.242427592	83.5612465288	104.841921218	110.477630361	90.0	110.0	113.0	82.0	104.0	110.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YOR202W	HIS3	DLR00012733_R01C19
19	20	1	2939.5	284.0	136	0.0362357536554	0.462145026373	0.0231503128503	0.0452984260549	0.000742836518901	0.0191886034638	0.0	0.0	91.9463915149	110.021097533	113.362347245	83.2837048044	103.952649827	109.699554235	90.0	109.0	113.0	82.0	103.0	109.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YOR202W	HIS3	DLR00012733_R01C20
20	21	1	3081.5	285.0	136	0.02807214315	0.386754755181	0.0166401250784	0.0347062533949	0.000731734887866	0.0151807777993	0.0	0.0	90.6100013776	108.081002893	111.046838407	82.561424848	102.267158992	107.551607298	88.0	106.0	110.0	81.0	102.0	107.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YOR202W	HIS3	DLR00012733_R01C21
21	22	1	3212.5	293.0	136	0.0123739389269	0.251371943098	0.00518237275778	0.0143435190677	0.000466569323349	0.00608273978042	0.0	0.0	84.8448495125	102.266638406	105.981983891	81.3107963846	99.5790335207	104.46224468	83.0	101.0	105.0	80.0	99.0	104.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YOR202W	HIS3	DLR00012733_R01C22
22	23	1	3360.5	282.0	136	0.00992666826141	0.221535510683	0.00520112233552	0.00729841648079	0.00114617888647	0.00224742818997	0.0	0.0	87.9006734007	102.367724868	103.846801347	82.1010882212	98.1984121552	101.589008281	83.0	98.0	102.0	81.0	97.0	101.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YOR202W	HIS3	DLR00012733_R01C23
23	24	1	3496.5	282.0	136	0.0215620823318	0.223986360488	0.0133958545507	0.0340082385932	0.0072127214068	0.00389059033764	0.276636637689	0.0232830731525	100.133920076	110.999524263	108.577307326	85.238448335	98.8232063165	100.103741847	93.0	104.0	104.0	84.0	97.0	99.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YOR202W	HIS3	DLR00012733_R01C24
24	1	2	350.5	418.0	136	0.0	0.225158506047	0.0	-0.0115015784928	2.41046718477e-05	-0.00843100150711	5900.60913514	0.000159838030795	76.3495030762	94.2841930904	99.4772834832	77.6159664443	94.9524169704	99.4798184694	76.0	94.0	100.0	77.0	95.0	99.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YOR202W	HIS3	DLR00012733_R02C01
25	2	2	479.5	421.0	136	0.0	0.868027065907	0.0	-0.00551334152319	2.44824973195e-05	-0.00591728056463	0.0	0.0	76.25675178	95.8512767002	101.97618463	76.2850222043	95.6802583771	101.805813484	76.0	96.0	102.0	76.0	96.0	102.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YOR033C	EXO1	DLR00012733_R02C02
26	3	2	624.5	418.0	136	0.00463595626448	0.255314614524	0.00106740996494	0.00414155253892	1.55676302413e-05	0.00418469601702	0.0	0.0	78.3631051753	98.6210350584	104.990191987	78.6335408171	98.7191815125	105.142806038	78.0	99.0	105.0	79.0	99.0	105.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YML030W	YML030W	DLR00012733_R02C03
27	4	2	761.5	418.0	136	0.0120578008272	0.266769673398	0.00331533066252	0.0119846897938	1.75356124642e-05	0.0113454662089	0.0	0.0	80.127022169	100.816856401	107.504293988	79.8892602819	100.745167854	107.368623747	80.0	101.0	107.0	80.0	101.0	107.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YPR160W	GPH1	DLR00012733_R02C04
28	5	2	889.5	430.0	136	0.0143643604717	0.416005114817	0.00603211993631	0.0140945016141	1.33527727819e-05	0.0140945016141	0.0	0.0	79.9830942623	101.737064549	107.77920082	79.9109570295	101.682784417	107.727944531	80.0	102.0	108.0	80.0	102.0	108.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YDL109C	YDL109C	DLR00012733_R02C05
29	6	2	1026.5	426.0	136	0.016521449366	0.351430550376	0.00580505423009	0.0159494018994	1.25096445906e-05	0.0159494018994	0.0	0.0	80.2180109157	102.398423287	108.272134627	80.0873244065	102.471781812	108.247843588	80.0	102.0	108.0	80.0	102.0	108.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YDL012C	YDL012C	DLR00012733_R02C06
30	7	2	1171.5	418.0	136	0.0180839758022	0.280515744046	0.00506996934667	0.0180160702415	1.39298068232e-05	0.0180160702415	0.0	0.0	80.0294396961	103.134662868	108.454890788	80.159063981	103.067535545	108.49237263	80.0	103.0	108.0	80.0	103.0	108.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YOR202W	HIS3	DLR00012733_R02C07
31	8	2	1308.5	418.0	136	0.0177534171083	0.00953700250413	0.000168252489206	0.0179729267634	9.81079482496e-06	0.0180160702415	0.0	0.0	79.8715083799	102.994413408	108.625698324	80.0117267348	103.036363636	108.29338354	80.0	103.0	108.0	80.0	103.0	108.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YNL250W	RAD50	DLR00012733_R02C08
32	9	2	1436.5	419.0	136	0.0170108914422	0.279183760456	0.00484841395921	0.0179729267634	1.36651108091e-05	0.0159494018994	0.0	0.0	80.0187022901	102.920229008	108.004961832	79.7690886244	102.896592505	107.678172814	80.0	103.0	108.0	80.0	103.0	108.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YGL179C	TOS3	DLR00012733_R02C09
33	10	2	1581.5	418.0	136	0.01469122219	0.431189727743	0.00641482620986	0.0150121532206	1.3544658484e-05	0.014733725199	0.0	0.0	79.2855554183	102.37761028	107.153589522	79.243068565	102.274634695	107.06453728	79.0	102.0	107.0	79.0	102.0	107.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YKL109W	HAP4	DLR00012733_R02C10
34	11	2	1712.5	422.0	136	0.0133281887188	0.310298897118	0.00379018533002	0.0119846897938	1.57446559178e-05	0.0140945016141	0.0	0.0	78.6730769231	101.636160714	106.622424451	78.9874082657	102.096948629	107.036848204	79.0	102.0	107.0	79.0	102.0	107.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YKL198C	PTK1	DLR00012733_R02C11
35	12	2	1848.5	421.0	136	0.0167911166828	0.244125952368	0.0045351734451	0.0159062584213	0.000385604738364	0.0159062584213	4.59017140904	0.00596728648303	80.0713662156	103.450021825	107.847228285	79.4215831395	102.850708395	107.351941919	79.0	103.0	107.0	79.0	103.0	107.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YOR202W	HIS3	DLR00012733_R02C12
36	13	2	1986.5	421.0	136	0.0168218209606	0.686024828174	0.0114907919536	0.0159062584213	1.32952495288e-05	0.0159494018994	0.0	0.0	79.3023454489	103.135989438	107.393678161	79.4756490752	103.148650942	107.386899712	79.0	103.0	107.0	79.0	103.0	108.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YJL094C	KHA1	DLR00012733_R02C13
37	14	2	2122.5	418.0	136	0.0142642847171	0.201076242741	0.00285549638345	0.014733725199	1.26468893567e-05	0.014733725199	0.0	0.0	79.02172761	102.246422893	107.009009009	78.9201067022	102.325375125	107.046015338	79.0	102.0	107.0	79.0	102.0	107.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YLR387C	REH1	DLR00012733_R02C14
38	15	2	2256.5	421.0	136	0.0139935994368	0.560498694656	0.00786664180265	0.0140945016141	1.42233321392e-05	0.0140945016141	0.0	0.0	79.116730038	102.1121673	107.079847909	79.1350466723	102.032003879	107.233482846	79.0	102.0	107.0	79.0	102.0	107.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YGR231C	PHB2	DLR00012733_R02C15
39	16	2	2402.5	418.0	136	0.0157669693965	0.149342000107	0.00235753222751	0.0159062584213	1.32142441158e-05	0.0159062584213	0.0	0.0	79.4641455583	102.589725294	107.626471638	79.5320055117	102.542214706	107.642740824	79.0	103.0	108.0	79.0	103.0	108.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YNL125C	ESBP6	DLR00012733_R02C16
40	17	2	2661.5	418.0	136	0.0153843426616	0.751824817518	0.0115791499382	0.0151376343212	1.62806884885e-05	0.0151807777993	0.0	0.0	79.4760824888	102.348097229	107.97873999	79.5644053242	102.280807213	107.939888364	79.0	102.0	108.0	79.0	102.0	108.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YPR119W	CLB2	DLR00012733_R02C17
41	18	2	2662.5	417.0	136	0.0153961472941	0.752943683734	0.0116016983983	0.0151376343212	1.62875835583e-05	0.0151807777993	0.0	0.0	79.4767902632	102.350976507	107.977851684	79.5654518007	102.28401984	107.978649989	79.0	102.0	108.0	79.0	102.0	108.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.0238888888889	YER173W	RAD24	DLR00012733_R02C18
