Column	Row	x	y	Diameter	Intensity	Area	Trimmed	FeatureMedian	FeatureVariance	BackgroundMedian	Circularity	Perimeter	redMean	greenMean	blueMean	redMeanBack	greenMeanBack	blueMeanBack	redMedian	greenMedian	blueMedian	redMedianBack	greenMedianBack	blueMedianBack	Barcode	Filename	Date.Time	Inoc.Time	Treatments	Medium	Screen.Name	RepQuad	MasterPlate.Number	Timeseries.order	Library.Name	ORF	Gene	ScreenID	Expt.Time	Growth
11	1	1718.5	282	136	0.0362642262903113	0.449730939314828	0.022070946909958	0.0492199946823823	0.000642503320464859	0.022576862453905	63.1009722521153	0.00218445308753796	90.1408600876673	110.472574339533	113.497689847174	82.4349341595662	104.996998450813	109.823876839659	90	110	113	81	104	109	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YOR202W	HIS3	P15_cdc13-1	0.0238888888888889	0.0362642262903113
12	1	1843.5	293	136	0.0370979132704654	0.499493846235814	0.0238456403325935	0.0394356701859822	0.000599574048072383	0.0237493956761782	0	0	89.41344	110.294293333333	113.334506666667	82.4497551628699	105.270065999574	109.909836065574	86	108	113	82	105	109	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YOR202W	HIS3	P15_cdc13-1	0.0238888888888889	0.0370979132704654
13	1	1994.5	282	136	0.0481629724312291	0.579892375725931	0.0365981279881476	0.0573415599588835	0.00109915654392431	0.0237925391542726	0	0	94.2667217934583	113.99026093348	115.959757442117	82.5690551680406	105.625745085606	110.115409004439	93	112	115	82	105	110	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YOR202W	HIS3	P15_cdc13-1	0.0238888888888889	0.0481629724312291
14	1	2125.5	286	136	0.0416031678275112	0.552719910490703	0.0302645546406304	0.0492199946823823	0.000983897183883042	0.022576862453905	0	0	92.0430884904569	111.839888181993	114.172835935994	82.1992852888624	104.970220369267	109.588445503276	90	110	113	81	104	109	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YOR202W	HIS3	P15_cdc13-1	0.0238888888888889	0.0416031678275112
15	1	2265.5	281	136	0.0428243493583388	0.534338536949225	0.0305589834111139	0.0503494143457554	0.00108871601003684	0.023023915054242	59.559608171743	0.0024508498055304	92.9094625585801	112.362748030711	114.654103101007	82.7173913043478	105.080778032037	109.873684210526	91	110	114	82	104	109	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YOR202W	HIS3	P15_cdc13-1	0.0238888888888889	0.0428243493583388
16	1	2389.5	291	136	0.0340541509924021	0.453780169428313	0.0194146689497409	0.0355141015585312	0.000415321737490769	0.023023915054242	0	0	88.151226957849	108.854995890572	112.971938475989	82.8114514241124	105.162017167382	110.241611392899	86	107	112	82	104	110	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YOR202W	HIS3	P15_cdc13-1	0.0238888888888889	0.0340541509924021
17	1	2539.5	282	136	0.0394816541511549	0.504875059939262	0.0258549129204974	0.0473219509189785	0.000723012907543095	0.0237493956761782	329.858526154204	0.00101230752837125	90.9080835795694	110.84729843816	114.330730265935	83.0083934143979	105.292370601528	110.665231894975	90	110	114	82	105	110	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YOR202W	HIS3	P15_cdc13-1	0.0238888888888889	0.0394816541511549
18	1	2676.5	282	136	0.0397012647510728	0.534818051041611	0.0263733855594646	0.0452984260549313	0.000873965781560968	0.0237493956761782	875.980751575954	0.000639352123181842	90.5654512851166	110.231819087468	114.153715879657	83.7346237544382	105.354369488031	110.966785018898	89	109	114	82	104	111	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YOR202W	HIS3	P15_cdc13-1	0.0238888888888889	0.0397012647510728
19	1	2812.5	282	136	0.0395943494087167	0.481964942191912	0.0255818717126016	0.0464709592772046	0.000900890398783364	0.0227886305107371	0	0	92.2153437983639	111.009949148795	114.242427592306	83.5612465288491	104.841921217731	110.477630361	90	110	113	82	104	110	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YOR202W	HIS3	P15_cdc13-1	0.0238888888888889	0.0395943494087167
20	1	2939.5	284	136	0.036235753655398	0.462145026373275	0.0231503128503467	0.0452984260549313	0.000742836518901282	0.0191886034637855	0	0	91.946391514872	110.021097532857	113.362347244639	83.2837048043586	103.952649826647	109.69955423477	90	109	113	82	103	109	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YOR202W	HIS3	P15_cdc13-1	0.0238888888888889	0.036235753655398
21	1	3081.5	285	136	0.0280721431499529	0.386754755181416	0.0166401250783861	0.0347062533948516	0.000731734887865667	0.01518077779934	0	0	90.6100013776002	108.08100289296	111.046838407494	82.5614248479583	102.267158992181	107.551607298002	88	106	110	81	102	107	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YOR202W	HIS3	P15_cdc13-1	0.0238888888888889	0.0280721431499529
22	1	3212.5	293	136	0.0123739389269438	0.251371943097661	0.00518237275777826	0.0143435190677224	0.00046656932334851	0.0060827397804215	0	0	84.8448495125053	102.266638406104	105.981983891479	81.310796384599	99.5790335207459	104.462244680094	83	101	105	80	99	104	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YOR202W	HIS3	P15_cdc13-1	0.0238888888888889	0.0123739389269438
23	1	3360.5	282	136	0.00992666826141482	0.221535510682508	0.0052011223355178	0.00729841648078914	0.0011461788864731	0.002247428189965	0	0	87.9006734006734	102.367724867725	103.846801346801	82.1010882212032	98.1984121552255	101.589008281432	83	98	102	81	97	101	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YOR202W	HIS3	P15_cdc13-1	0.0238888888888889	0.00992666826141482
24	1	3496.5	282	136	0.0215620823318434	0.223986360488039	0.0133958545506772	0.0340082385932279	0.00721272140680098	0.00389059033763657	0.276636637688661	0.0232830731525388	100.133920076118	110.999524262607	108.577307326356	85.2384483350498	98.8232063165122	100.103741846893	93	104	104	84	97	99	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YOR202W	HIS3	P15_cdc13-1	0.0238888888888889	0.0215620823318434
1	2	350.5	418	136	0	0.225158506047205	0	-0.0115015784927862	2.41046718477201e-05	-0.00843100150710914	5900.60913514243	0.000159838030795461	76.349503076195	94.2841930903928	99.4772834831992	77.6159664443375	94.9524169703637	99.4798184693667	76	94	100	77	95	99	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YOR202W	HIS3	P15_cdc13-1	0.0238888888888889	0
2	2	479.5	421	136	0	0.868027065906548	0	-0.0055133415231937	2.44824973194737e-05	-0.00591728056463059	0	0	76.2567517800147	95.851276700221	101.976184630493	76.2850222042794	95.680258377069	101.805813484053	76	96	102	76	96	102	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YOR033C	EXO1	P15_cdc13-1	0.0238888888888889	0
3	2	624.5	418	136	0.00463595626447674	0.255314614523949	0.00106740996494036	0.00414155253892333	1.55676302413034e-05	0.0041846960170177	0	0	78.3631051752921	98.6210350584307	104.990191986644	78.6335408170566	98.7191815124848	105.142806038492	78	99	105	79	99	105	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YML030W	YML030W	P15_cdc13-1	0.0238888888888889	0.00463595626447674
4	2	761.5	418	136	0.0120578008272081	0.266769673397624	0.00331533066251822	0.0119846897938253	1.75356124642368e-05	0.0113454662088835	0	0	80.1270221689634	100.816856401039	107.504293988416	79.8892602819358	100.74516785351	107.368623746548	80	101	107	80	101	107	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YPR160W	GPH1	P15_cdc13-1	0.0238888888888889	0.0120578008272081
5	2	889.5	430	136	0.01436436047173	0.416005114816985	0.00603211993631498	0.0140945016140612	1.33527727819346e-05	0.0140945016140612	0	0	79.9830942622951	101.73706454918	107.779200819672	79.9109570294681	101.68278441748	107.727944530609	80	102	108	80	102	108	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YDL109C	YDL109C	P15_cdc13-1	0.0238888888888889	0.01436436047173
6	2	1026.5	426	136	0.0165214493660209	0.351430550375619	0.00580505423009367	0.0159494018993706	1.25096445906269e-05	0.0159494018993706	0	0	80.2180109157065	102.398423286841	108.272134627047	80.0873244064733	102.471781812207	108.247843588269	80	102	108	80	102	108	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YDL012C	YDL012C	P15_cdc13-1	0.0238888888888889	0.0165214493660209
7	2	1171.5	418	136	0.0180839758021612	0.280515744046033	0.00506996934666533	0.0180160702415122	1.39298068232358e-05	0.0180160702415122	0	0	80.0294396961064	103.134662867996	108.454890788224	80.1590639810426	103.067535545024	108.492372630332	80	103	108	80	103	108	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YOR202W	HIS3	P15_cdc13-1	0.0238888888888889	0.0180839758021612
8	2	1308.5	418	136	0.0177534171083012	0.00953700250412915	0.000168252489206463	0.0179729267634178	9.81079482496233e-06	0.0180160702415122	0	0	79.8715083798883	102.994413407821	108.625698324022	80.0117267348037	103.036363636364	108.293383539537	80	103	108	80	103	108	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YNL250W	RAD50	P15_cdc13-1	0.0238888888888889	0.0177534171083012
9	2	1436.5	419	136	0.0170108914421808	0.279183760456071	0.0048484139592115	0.0179729267634178	1.36651108091493e-05	0.0159494018993706	0	0	80.0187022900763	102.920229007634	108.004961832061	79.7690886244364	102.896592504989	107.678172813955	80	103	108	80	103	108	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YGL179C	TOS3	P15_cdc13-1	0.0238888888888889	0.0170108914421808
10	2	1581.5	418	136	0.0146912221899683	0.431189727742554	0.00641482620986202	0.0150121532206023	1.35446584839573e-05	0.014733725199003	0	0	79.2855554182627	102.377610280489	107.153589521809	79.2430685650056	102.274634694642	107.06453727988	79	102	107	79	102	107	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YKL109W	HAP4	P15_cdc13-1	0.0238888888888889	0.0146912221899683
11	2	1712.5	422	136	0.0133281887187826	0.310298897117588	0.00379018533001996	0.0119846897938253	1.57446559178491e-05	0.0140945016140612	0	0	78.6730769230769	101.636160714286	106.622424450549	78.9874082657397	102.096948628814	107.03684820394	79	102	107	79	102	107	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YKL198C	PTK1	P15_cdc13-1	0.0238888888888889	0.0133281887187826
12	2	1848.5	421	136	0.0167911166828223	0.244125952368267	0.00453517344510147	0.0159062584212763	0.00038560473836419	0.0159062584212763	4.59017140903968	0.00596728648303053	80.0713662156264	103.450021824531	107.847228284592	79.4215831394939	102.85070839501	107.351941918658	79	103	107	79	103	107	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YOR202W	HIS3	P15_cdc13-1	0.0238888888888889	0.0167911166828223
13	2	1986.5	421	136	0.0168218209606089	0.686024828174117	0.0114907919536463	0.0159062584212763	1.3295249528813e-05	0.0159494018993706	0	0	79.3023454488972	103.135989437714	107.39367816092	79.4756490751739	103.148650941795	107.386899711522	79	103	107	79	103	108	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YJL094C	KHA1	P15_cdc13-1	0.0238888888888889	0.0168218209606089
14	2	2122.5	418	136	0.0142642847171145	0.201076242740689	0.00285549638344651	0.014733725199003	1.26468893566556e-05	0.014733725199003	0	0	79.0217276099629	102.246422893482	107.009009009009	78.9201067022341	102.325375125042	107.046015338446	79	102	107	79	102	107	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YLR387C	REH1	P15_cdc13-1	0.0238888888888889	0.0142642847171145
15	2	2256.5	421	136	0.0139935994367515	0.560498694656082	0.00786664180264861	0.0140945016140612	1.42233321392018e-05	0.0140945016140612	0	0	79.1167300380228	102.11216730038	107.079847908745	79.1350466723239	102.032003879258	107.233482846406	79	102	107	79	102	107	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YGR231C	PHB2	P15_cdc13-1	0.0238888888888889	0.0139935994367515
16	2	2402.5	418	136	0.0157669693964939	0.149342000106559	0.00235753222751081	0.0159062584212763	1.32142441157813e-05	0.0159062584212763	0	0	79.4641455583304	102.589725294328	107.626471637531	79.5320055117124	102.542214706251	107.642740824252	79	103	108	79	103	108	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YNL125C	ESBP6	P15_cdc13-1	0.0238888888888889	0.0157669693964939
17	2	2661.5	418	136	0.0153843426615812	0.751824817518248	0.011579149938191	0.0151376343212456	1.62806884885073e-05	0.01518077779934	0	0	79.4760824888385	102.348097229112	107.978739990079	79.5644053241735	102.280807213396	107.939888364105	79	102	108	79	102	108	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YPR119W	CLB2	P15_cdc13-1	0.0238888888888889	0.0153843426615812
18	2	2662.5	417	136	0.015396147294095	0.752943683733816	0.0116016983983022	0.0151376343212456	1.62875835583193e-05	0.01518077779934	0	0	79.4767902632324	102.350976507218	107.977851684121	79.5654518007332	102.284019840414	107.978649989217	79	102	108	79	102	108	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YER173W	RAD24	P15_cdc13-1	0.0238888888888889	0.015396147294095
19	2	2795.5	425	136	0.0135433672513194	0.255847407959934	0.00351990423901819	0.0140513581359668	1.20938633810029e-05	0.0140513581359668	0	0	79.1520199916701	101.799458558934	107.977301124531	79.138111262261	101.715901768454	107.799384262905	79	102	108	79	102	108	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YNL268W	LYP1	P15_cdc13-1	0.0238888888888889	0.0135433672513194
20	2	2943.5	416	136	0.0120314149911344	0.644200543449305	0.0078137191140581	0.0113454662088835	1.3545915699677e-05	0.011259209171889	0	0	79.1371267885204	101.170126540402	107.614175833264	78.8039832285115	101.25082359988	107.456873315364	79	101	107	79	101	107	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	1	15	1	BooneSDLV2	YBR274W	CHK1	P15_cdc13-1	0.0238888888888889	0.0120314149911344
