Barcode	Row	Column	Col	ScreenID	Treatment	Medium	ORF	Screen.Name	Library.Name	MasterPlate.Number	Timeseries.order	Inoc.Time	TileX	TileY	XOffset	YOffset	Threshold	EdgeLength	EdgePixels	RepQuad	K	r	g	v	objval	tshift	t0	d0	nAUC	nSTP	nr	nr_t	maxslp	maxslp_t	Gene	MDP	MDR	MDRMDP	glog_maxslp	DT	AUC
DLR00012733	1	11	11		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.0610054919591087	6.53717665479281	0.00011	1	0.00608802168873467	0	0.0238888888888889	0.0362642262903113	0.203761501920451	0.0314536033715203	0.663168977985684	1.00664108552997	0.0315293334746114	3.37753075992659	HIS3	9.11529179174163	9.40661609934502	85.7440505184243	0.0997009194623089	2.55139571409437	0.245515114582277
DLR00012733	1	12	12		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.0812391751725899	4.10072645312496	0.00011	1	0.00686776416976623	0	0.0238888888888889	0.0370979132704654	0.225419622397329	0.0325484987921777	0.622353378032514	1.00664108552997	0.0404010532430166	3.37753075992659	HIS3	9.52852825794277	5.90454003377636	56.2615765619924	0.083284908665073	4.06466885865965	0.274801237131943
DLR00012733	1	13	13		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.0701343895060056	11.6411823023444	0.00011	1	0.00740142854041016	0	0.0238888888888889	0.0481629724312291	0.262954405239253	0.044347473805174	0.475215251194427	1.00664108552997	0.0348200846971014	3.37753075992659	HIS3	9.31647469091822	16.7566704333459	156.113095996325	0.20411180347576	1.43226544291518	0.311216447616591
DLR00012733	1	14	14		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.0779967320348917	6.2205430659418	0.00011	1	0.00790864531907153	0	0.0238888888888889	0.0416031678275112	0.249655832093347	0.0370325697026858	0.546533904817181	1.00664108552997	0.0459817401120277	3.37753075992659	HIS3	9.46976634415578	8.95608545318168	84.8120365999231	0.121295507656442	2.67974218484862	0.307131195577481
DLR00012733	1	15	15		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.0702273773438272	7.04884275848381	0.00011	1	0.00725080525108888	0	0.0238888888888889	0.0428243493583388	0.237601389646422	0.0380824363471589	0.520866735831405	1.00664108552997	0.0379839263736637	3.37753075992659	HIS3	9.31838622445224	10.1463482594559	94.547591849409	0.123755435059337	2.36538303104599	0.286235961537199
DLR00012733	1	16	16		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.0755291180584095	3.940771805172	0.00011	1	0.00645427816569462	0	0.0238888888888889	0.0340541509924021	0.203434819848019	0.0289326671757241	0.620071538737221	1.00664108552997	0.0473962553865226	3.37753075992659	HIS3	9.42338560688439	5.67338532304444	53.4624975954861	0.0744107547285219	4.23027850805684	0.251906805470837
DLR00012733	1	17	17		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.064842868768311	6.92954240004856	0.00011	1	0.00659478279628572	0	0.0238888888888889	0.0394816541511549	0.218856878676002	0.0349123442568925	0.56845673838346	1.00664108552997	0.036703784106612	3.37753075992659	HIS3	9.20330058578618	9.9727468812961	91.7821872145298	0.112332852117699	2.40655862278145	0.263970886694253
DLR00012733	1	18	18		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.0708852713991327	6.46183937972021	0.00011	1	0.00712222916628591	0	0.0238888888888889	0.0397012647510728	0.231989846170172	0.0354098237466387	0.548258446286809	1.37107835845104	0.0395835650056353	3.37753075992659	HIS3	9.33183856024794	9.30159083234261	86.8009440009035	0.114512309542268	2.58020379874693	0.282919801370333
DLR00012733	1	19	19		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.0652310292070143	6.91390672591001	0.00011	1	0.00659895747139135	0	0.0238888888888889	0.0395943494087167	0.220976779109563	0.0350765516465716	0.532187787269933	1.00664108552997	0.0332867475971721	3.37753075992659	HIS3	9.21191105738736	9.95038987736064	91.6621065365738	0.112750312893102	2.41196579187368	0.265362240242373
DLR00012733	1	20	20		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.0632703874722367	6.33153211830617	0.00011	1	0.00646246929930625	0	0.0238888888888889	0.036235753655398	0.207067183281148	0.0315116952863341	0.554550773355089	1.00664108552997	0.0374611698984728	3.37753075992659	HIS3	9.16788309706899	9.11155638114076	83.5336837346515	0.100149622604536	2.63401761412304	0.252300112231409
DLR00012733	1	21	21		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.0508151741680242	5.76610500614774	0.00011	1	0.00506652329272063	0	0.0238888888888889	0.0280721431499529	0.162482902049423	0.023631973226403	0.754347441760395	1.00664108552997	0.032916883408729	3.37753075992659	HIS3	8.85161203758993	8.29274835814001	73.4041911916163	0.0732514075396284	2.89409481193795	0.199455579305248
DLR00012733	1	22	22		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.045688878565889	2.80454491424004	0.00011	1	0.00241640993559148	0	0.0238888888888889	0.0123739389269438	0.0966219677808786	0.00786703173093672	1.96873014230547	1.00664108552997	0.0321563335362041	3.37753075992659	HIS3	8.69819569803742	4.03204729707031	35.0715364536604	0.0320341280048236	5.95231112924652	0.129679244510615
DLR00012733	1	23	23		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.0366304686245134	2.67847898618995	0.00011	1	0.0018859953114863	0	0.0238888888888889	0.00992666826141482	0.076738293497807	0.00540667438362397	2.77610491161262	1.00664108552997	0.0275074771292211	3.37753075992659	HIS3	8.37939682401739	3.84748421994523	32.2395970530661	0.0245284851162624	6.23784234788665	0.103177830694424
DLR00012733	1	24	24		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.0355723215562617	3.76854536578094	0.00011	1	0.0035712668765726	0	0.0238888888888889	0.0215620823318434	0.102263582203861	0.014496694003016	0.76035110042838	1.00664108552997	0.026096214514465	3.37753075992659	HIS3	8.33710779809706	5.41260227935092	45.1254486711745	0.0335139768877299	4.43409634799143	0.122763563937821
DLR00012733	2	1	1		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.0529192128279124	1.89724352337733	9e-05	1	0.00143319634607903	0	2.65664351851852	0.00762285717047615	0.0373405859566299	0	0	NA	0	NA	HIS3	9.19965088494004	2.73042731163774	25.1189780337726	0.0251001584499958	8.78983296779452	0.0874981119400507
DLR00012733	2	2	2		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR033C	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.262237609040629	3.56068819049273	0.00011	1	0.00663070988001446	0	1.62133101851852	0.0346382938301288	0.467270066134811	0	0	NA	0	NA	EXO1	11.2191553667062	5.13387840607699	57.597779471556	0.233436589403504	4.67482828802317	0.737915619627715
DLR00012733	2	3	3		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YML030W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.0662011859544682	2.22148861727863	0.00011	1	0.00105367032670169	0	0.0238888888888889	0.00463595626447674	0.0829644145344073	0.000728001772169364	0	NA	0	NA	YML030W	9.23320972830357	3.1972470682836	29.5208527346662	0.0367662952620492	7.5064577392463	0.14000172397553
DLR00012733	2	4	4		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YPR160W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.0782717896221417	2.32105718429588	0.00011	1	0.00241754261024183	0	0.0238888888888889	0.0120578008272081	0.113258307419335	0.00699841238045593	3.15532289864251	1.00664108552997	0.0587423653016644	3.37753075992659	GPH1	9.47484509735171	3.3417878830505	31.6629225401104	0.0454183249075419	7.18178437408539	0.169555653009322
DLR00012733	2	5	5		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YDL109C	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.106838194893911	2.61968215435434	0.00011	1	0.00336590514068233	0	0.0238888888888889	0.01436436047173	0.173542885467277	0.0104485413771359	2.31558954119748	1.00664108552997	0.066598472715923	3.37753075992659	YDL109C	9.92370826686114	3.77378823203037	37.4499734755831	0.0699705281417528	6.35965733219946	0.253193193729989
DLR00012733	2	6	6		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YDL012C	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.0835335396513468	2.74332089865196	0.00011	1	0.00364799390975089	0	0.0238888888888889	0.0165214493660209	0.156773412188556	0.0123970427514967	1.90927089546378	1.00664108552997	0.050768160729936	3.37753075992659	YDL012C	9.56870823814216	3.95025593244768	37.7988464835821	0.0572898262659781	6.07555571345702	0.215184258277635
DLR00012733	2	7	7		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.0605208485311787	3.14400378679137	0.00011	1	0.00376054196926387	0	0.0238888888888889	0.0180839758021612	0.134162302224946	0.0134023865266531	1.68746013727628	1.00664108552997	0.0425847182172062	3.37753075992659	HIS3	9.10378488099421	4.52394365188532	41.1850098205033	0.0475694442404631	5.30510586487923	0.180585714730488
DLR00012733	2	8	8		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YNL250W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.02525	5.40650137863567	0.00011	1	0.00271386580139399	0	0.0238888888888889	0.0177534171083012	0.0772090535703185	0.0121613210534738	1.5095461869663	1.00664108552997	0.0191780207866796	3.37753075992659	RAD50	7.84263605388922	7.75089776774187	60.7874702833019	0.0341285399526377	3.0964155016835	0.100311760712029
DLR00012733	2	9	9		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YGL179C	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.0627208099106782	3.17572792041044	0.00011	1	0.00347684064455886	0	0.0238888888888889	0.0170108914421808	0.138799178082227	0.0127859807712888	1.7335637016469	1.00664108552997	0.0414116003492199	3.37753075992659	TOS3	9.15529685504702	4.57001335291777	41.8398288774909	0.0497960568060241	5.25162579332005	0.187722239158957
DLR00012733	2	10	10		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YKL109W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.112903314411554	2.70977329718085	0.00011	1	0.00300013919564388	0	0.0238888888888889	0.0146912221899683	0.187364674633442	0.0100145031097957	2.01448565687379	1.00664108552997	0.0753618641911868	2.89434426324473	HAP4	10.0033685996796	3.903881186307	39.0519624759835	0.0764855966389103	6.14772808255047	0.275123694507026
DLR00012733	2	11	11		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YKL198C	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.0683047232213892	2.9931410628712	0.00011	1	0.00276081633138031	0	0.0238888888888889	0.0133281887187826	0.13950860612072	0.00923528872724131	2.45612397272055	1.00664108552997	0.0399271239510945	3.37753075992659	PTK1	9.27833800929085	4.30815613102947	39.9725287804902	0.051111417965498	5.57082874205513	0.194214208704864
DLR00012733	2	12	12		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YOR202W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.0530399303369728	3.34565893469793	0.00011	1	0.00309460096028394	0	0.0238888888888889	0.0167911166828223	0.126177393591986	0.0119389019572818	1.56366264363328	1.00664108552997	0.0322847209679317	3.37753075992659	HIS3	8.91343154663046	4.81232205987501	42.8943032610356	0.0443633792069122	4.98719738649897	0.166702945377545
DLR00012733	2	13	13		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YJL094C	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.209073820632236	3.1471092139231	0.00011	1	0.00310471749060092	0	0.0238888888888889	0.0168218209606089	0.358918129001206	0.0119082816027239	2.32797758217718	1.7559896354688	0.173515049239209	2.28012414034405	KHA1	10.8922931857828	4.53687244539405	49.4169448217316	0.164494536825454	5.28998782506337	0.543266363525883
DLR00012733	2	14	14		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YLR387C	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.0435864035811071	3.36737740044036	0.00011	1	0.00252409843087907	0	0.0238888888888889	0.0142642847171145	0.106350825312349	0.00963359976505874	2.03845082719312	1.00664108552997	0.0270588982158315	3.37753075992659	REH1	8.63023083439312	4.84040795414381	41.7738379768936	0.0366929675963732	4.95825976392216	0.139952649339229
DLR00012733	2	15	15		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YGR231C	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.166387816513684	2.90589504703457	0.00011	1	0.00290799478322593	0	0.0238888888888889	0.0139935994367515	0.270464060814772	0.00934291674642289	2.16969704953662	1.00664108552997	0.105158232718144	2.2965033436214	PHB2	10.562830559182	4.18832169384839	44.2405323794668	0.120876382973503	5.73021886911172	0.412206260053824
DLR00012733	2	16	16		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YNL125C	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.0385277036996586	3.49269545384448	0.00011	1	0.0026843946873417	0	0.0238888888888889	0.0157669693964939	0.100378671460205	0.0107072505282991	1.70489563847909	1.00664108552997	0.0262661074746512	3.37753075992659	ESBP6	8.45224886811781	5.01813568375989	42.4145316531211	0.0336413838897162	4.78265266474775	0.127462192191741
DLR00012733	2	17	17		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YPR119W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.235678993875242	3.66999413746155	0.00011	1	0.00371272554119043	0	0.0238888888888889	0.0153843426615812	0.457056855338552	0.0108958001626599	2.96290519566256	1.38336276090906	0.181641663143106	2.24327093297001	CLB2	11.0651039374784	5.29111702740787	58.5467598536299	0.216235131461243	4.53590420995804	0.685312163886619
DLR00012733	2	18	18		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YER173W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.235691850374216	3.67018906136124	0.00011	1	0.00371995935858067	0	0.0238888888888889	0.015396147294095	0.457103414468318	0.0109180225491935	2.96143399263205	1.38336276090906	0.181628101914577	2.24327093297001	RAD24	11.065182635631	5.29139824828325	58.5502880151123	0.216258412773859	4.53566314117192	0.685372233738268
DLR00012733	2	19	19		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YNL268W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.0578723148276815	3.00253247981344	0.00011	1	0.00281532422570112	0	0.0238888888888889	0.0135433672513194	0.12275220632356	0.00935813181975349	2.01215604990423	1.00664108552997	0.0384003139457245	3.37753075992659	LYP1	9.03922601747054	4.31985900266635	39.048181888706	0.0434408762380256	5.55573688520539	0.168049976283264
DLR00012733	2	20	20		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YBR274W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.192084631869695	3.4317157569149	0.00011	1	0.00320831898279016	0	0.0238888888888889	0.0120314149911344	0.360343472261543	0.00812613106781814	3.22755239603012	1.00664108552997	0.1429954820302	2.25965013624736	CHK1	10.7700228587168	4.94682882007077	53.2774594703211	0.164794964462108	4.85159298470665	0.542023733136441
DLR00012733	2	21	21		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YPR119W	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.047850335465894	2.19568759546571	0.00011	1	0.00105783414405868	0	0.0238888888888889	0.00478359669138193	0.0665184131435959	0.000859146742321616	0	NA	0	NA	CLB2	8.76488170512031	3.15720046016811	27.6724885527249	0.0262660970053341	7.60167125996241	0.106463110988969
DLR00012733	2	22	22		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YIR039C	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.0508167081407299	2.16516730390583	9e-05	1	0.000732682983232442	0	1.88953703703704	0.00408848319398709	0.0551507084152309	0	0	NA	0	NA	YPS6	9.14116220518988	3.11569396683097	28.4810639325334	0.0275066687396084	7.70293881732256	0.105184443166989
DLR00012733	2	23	23		27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	YGL179C	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	0	2009-11-09_19-26-14	NA	NA	NA	NA	NA	NA	NA	1	0.069860290038245	2.16913798400284	9e-05	1	0.000874302127898812	0	2.65664351851852	0.0192633450095654	0.0652512384291048	0	0	NA	0	NA	TOS3	9.60033191558709	3.12358786109045	29.9874802339671	0.0378841521738531	7.68347204154569	0.135018226563714
