	Column	Row	x	y	Diameter	Intensity	Area	Trimmed	FeatureMedian	FeatureVariance	BackgroundMedian	Circularity	Perimeter	redMean	greenMean	blueMean	redMeanBack	greenMeanBack	blueMeanBack	redMedian	greenMedian	blueMedian	redMedianBack	greenMedianBack	blueMedianBack	Barcode	Filename	DateTime	FileName	Start.Time	Treatment	Medium	Screen	Library	Plate	RepQuad	ExptTime	ORF	Gene
10	11	1	1718.5	282.0	136	0.03626422629031135	0.4497309393148277	0.022070946909957992	0.04921999468238228	0.0006425033204648591	0.02257686245390495	63.10097225211528	0.0021844530875379615	90.1408600876673	110.47257433953321	113.4976898471745	82.43493415956623	104.99699845081331	109.82387683965919	90.0	110.0	113.0	81.0	104.0	109.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YOR202W	HIS3
11	12	1	1843.5	293.0	136	0.03709791327046537	0.4994938462358144	0.023845640332593447	0.03943567018598216	0.0005995740480723834	0.02374939567617824	0.0	0.0	89.41343999999998	110.29429333333331	113.33450666666668	82.44975516286992	105.2700659995742	109.90983606557377	86.0	108.0	113.0	82.0	105.0	109.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YOR202W	HIS3
12	13	1	1994.5	282.0	136	0.048162972431229134	0.5798923757259311	0.036598127988147565	0.057341559958883515	0.0010991565439243053	0.0237925391542726	0.0	0.0	94.26672179345829	113.99026093348034	115.95975744211687	82.56905516804058	105.6257450856056	110.1154090044388	93.0	112.0	115.0	82.0	105.0	110.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YOR202W	HIS3
13	14	1	2125.5	286.0	136	0.04160316782751117	0.5527199104907028	0.030264554640630426	0.04921999468238228	0.000983897183883042	0.02257686245390495	0.0	0.0	92.04308849045692	111.83988818199344	114.17283593599385	82.19928528886241	104.97022036926742	109.58844550327575	90.0	110.0	113.0	81.0	104.0	109.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YOR202W	HIS3
14	15	1	2265.5	281.0	136	0.04282434935833882	0.5343385369492248	0.0305589834111139	0.05034941434575544	0.001088716010036835	0.023023915054241964	59.55960817174297	0.002450849805530396	92.90946255858013	112.36274803071093	114.65410310100708	82.71739130434784	105.08077803203663	109.87368421052632	91.0	110.0	114.0	82.0	104.0	109.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YOR202W	HIS3
15	16	1	2389.5	291.0	136	0.03405415099240214	0.4537801694283126	0.019414668949740917	0.03551410155853117	0.0004153217374907687	0.023023915054241964	0.0	0.0	88.15122695784899	108.8549958905718	112.9719384759892	82.81145142411233	105.16201716738199	110.24161139289896	86.0	107.0	112.0	82.0	104.0	110.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YOR202W	HIS3
16	17	1	2539.5	282.0	136	0.039481654151154906	0.5048750599392615	0.02585491292049744	0.047321950918978485	0.0007230129075430953	0.02374939567617824	329.8585261542036	0.0010123075283712504	90.90808357956944	110.84729843815956	114.330730265935	83.00839341439793	105.29237060152805	110.66523189497472	90.0	110.0	114.0	82.0	105.0	110.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YOR202W	HIS3
17	18	1	2676.5	282.0	136	0.039701264751072766	0.5348180510416112	0.026373385559464616	0.04529842605493129	0.0008739657815609682	0.02374939567617824	875.9807515759538	0.0006393521231818424	90.56545128511655	110.23181908746763	114.15371587965728	83.7346237544382	105.35436948803115	110.96678501889818	89.0	109.0	114.0	82.0	104.0	111.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YOR202W	HIS3
18	19	1	2812.5	282.0	136	0.0395943494087167	0.4819649421919122	0.02558187171260161	0.04647095927720458	0.0009008903987833639	0.02278863051073706	0.0	0.0	92.21534379836393	111.00994914879504	114.242427592306	83.56124652884913	104.84192121773116	110.4776303609997	90.0	110.0	113.0	82.0	104.0	110.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YOR202W	HIS3
19	20	1	2939.5	284.0	136	0.03623575365539798	0.4621450263732751	0.02315031285034674	0.04529842605493129	0.0007428365189012823	0.01918860346378547	0.0	0.0	91.94639151487206	110.02109753285679	113.36234724463915	83.28370480435859	103.95264982664685	109.69955423476969	90.0	109.0	113.0	82.0	103.0	109.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YOR202W	HIS3
20	21	1	3081.5	285.0	136	0.028072143149952912	0.38675475518141617	0.0166401250783861	0.034706253394851644	0.000731734887865667	0.015180777799340003	0.0	0.0	90.61000137760021	108.0810028929605	111.04683840749416	82.56142484795829	102.26715899218071	107.55160729800173	88.0	106.0	110.0	81.0	102.0	107.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YOR202W	HIS3
21	22	1	3212.5	293.0	136	0.012373938926943828	0.25137194309766103	0.005182372757778256	0.014343519067722356	0.00046656932334851014	0.006082739780421497	0.0	0.0	84.84484951250529	102.26663840610428	105.98198389147943	81.31079638459894	99.57903352074585	104.46224468009396	83.0	101.0	105.0	80.0	99.0	104.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YOR202W	HIS3
22	23	1	3360.5	282.0	136	0.00992666826141482	0.2215355106825084	0.005201122335517799	0.007298416480789144	0.0011461788864730955	0.0022474281899650017	0.0	0.0	87.90067340067341	102.36772486772487	103.84680134680134	82.1010882212032	98.19841215522553	101.58900828143179	83.0	98.0	102.0	81.0	97.0	101.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YOR202W	HIS3
23	24	1	3496.5	282.0	136	0.02156208233184337	0.2239863604880388	0.013395854550677195	0.034008238593227866	0.007212721406800977	0.0038905903376365695	0.2766366376886613	0.02328307315253876	100.13392007611799	110.99952426260704	108.57730732635584	85.23844833504978	98.82320631651218	100.10374184689323	93.0	104.0	104.0	84.0	97.0	99.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YOR202W	HIS3
24	1	2	350.5	418.0	136	0.0	0.2251585060472055	0.0	-0.011501578492786223	2.4104671847720057e-05	-0.00843100150710914	5900.609135142429	0.0001598380307954606	76.34950307619498	94.2841930903928	99.47728348319923	77.61596644433747	94.95241697036373	99.4798184693667	76.0	94.0	100.0	77.0	95.0	99.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YOR202W	HIS3
25	2	2	479.5	421.0	136	0.0	0.868027065906548	0.0	-0.005513341523193699	2.4482497319473685e-05	-0.005917280564630586	0.0	0.0	76.25675178001471	95.85127670022095	101.97618463049349	76.28502220427937	95.68025837706905	101.80581348405329	76.0	96.0	102.0	76.0	96.0	102.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YOR033C	EXO1
26	3	2	624.5	418.0	136	0.0046359562644767436	0.25531461452394905	0.0010674099649403603	0.004141552538923335	1.5567630241303395e-05	0.004184696017017698	0.0	0.0	78.36310517529216	98.6210350584307	104.9901919866444	78.63354081705661	98.7191815124848	105.1428060384918	78.0	99.0	105.0	79.0	99.0	105.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YML030W	YML030W
27	4	2	761.5	418.0	136	0.012057800827208115	0.2667696733976237	0.0033153306625182213	0.011984689793825295	1.7535612464236767e-05	0.011345466208883506	0.0	0.0	80.12702216896345	100.81685640103856	107.50429398841621	79.88926028193576	100.7451678535097	107.36862374654848	80.0	101.0	107.0	80.0	101.0	107.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YPR160W	GPH1
28	5	2	889.5	430.0	136	0.014364360471730038	0.41600511481698543	0.006032119936314978	0.014094501614061204	1.3352772781934613e-05	0.014094501614061204	0.0	0.0	79.98309426229507	101.73706454918032	107.77920081967213	79.9109570294681	101.68278441748016	107.72794453060853	80.0	102.0	108.0	80.0	102.0	108.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YDL109C	YDL109C
29	6	2	1026.5	426.0	136	0.016521449366020898	0.3514305503756194	0.005805054230093675	0.01594940189937064	1.2509644590626863e-05	0.01594940189937064	0.0	0.0	80.21801091570649	102.39842328684051	108.2721346270467	80.08732440647334	102.47178181220734	108.24784358826912	80.0	102.0	108.0	80.0	102.0	108.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YDL012C	YDL012C
30	7	2	1171.5	418.0	136	0.018083975802161197	0.28051574404603336	0.00506996934666533	0.018016070241512184	1.3929806823235785e-05	0.018016070241512184	0.0	0.0	80.02943969610638	103.1346628679962	108.45489078822412	80.15906398104265	103.0675355450237	108.49237263033176	80.0	103.0	108.0	80.0	103.0	108.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YOR202W	HIS3
31	8	2	1308.5	418.0	136	0.017753417108301243	0.00953700250412915	0.00016825248920646348	0.01797292676341782	9.810794824962326e-06	0.018016070241512184	0.0	0.0	79.87150837988827	102.99441340782124	108.62569832402235	80.01172673480366	103.03636363636365	108.29338353953742	80.0	103.0	108.0	80.0	103.0	108.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YNL250W	RAD50
32	9	2	1436.5	419.0	136	0.0170108914421808	0.2791837604560712	0.004848413959211505	0.01797292676341782	1.3665110809149278e-05	0.01594940189937064	0.0	0.0	80.01870229007635	102.9202290076336	108.00496183206108	79.76908862443638	102.89659250498929	107.67817281395521	80.0	103.0	108.0	80.0	103.0	108.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YGL179C	TOS3
33	10	2	1581.5	418.0	136	0.014691222189968304	0.43118972774255426	0.00641482620986202	0.015012153220602256	1.354465848395732e-05	0.01473372519900299	0.0	0.0	79.2855554182627	102.37761028048931	107.15358952180895	79.24306856500563	102.2746346946422	107.06453727988008	79.0	102.0	107.0	79.0	102.0	107.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YKL109W	HAP4
34	11	2	1712.5	422.0	136	0.013328188718782623	0.3102988971175875	0.0037901853300199633	0.011984689793825295	1.574465591784908e-05	0.014094501614061204	0.0	0.0	78.67307692307692	101.63616071428572	106.62242445054943	78.98740826573966	102.09694862881422	107.03684820393974	79.0	102.0	107.0	79.0	102.0	107.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YKL198C	PTK1
35	12	2	1848.5	421.0	136	0.016791116682822262	0.2441259523682668	0.004535173445101467	0.015906258421276274	0.00038560473836419016	0.015906258421276274	4.590171409039678	0.005967286483030529	80.07136621562637	103.45002182453078	107.84722828459186	79.4215831394939	102.85070839500952	107.35194191865791	79.0	103.0	107.0	79.0	103.0	107.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YOR202W	HIS3
36	13	2	1986.5	421.0	136	0.01682182096060886	0.6860248281741169	0.011490791953646306	0.015906258421276274	1.329524952881298e-05	0.01594940189937064	0.0	0.0	79.30234544889717	103.13598943771359	107.39367816091955	79.47564907517395	103.14865094179537	107.38689971152216	79.0	103.0	107.0	79.0	103.0	108.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YJL094C	KHA1
37	14	2	2122.5	418.0	136	0.014264284717114509	0.20107624274068944	0.0028554963834465054	0.01473372519900299	1.2646889356655605e-05	0.01473372519900299	0.0	0.0	79.02172760996291	102.24642289348171	107.009009009009	78.92010670223408	102.32537512504169	107.04601533844615	79.0	102.0	107.0	79.0	102.0	107.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YLR387C	REH1
38	15	2	2256.5	421.0	136	0.013993599436751507	0.5604986946560818	0.007866641802648606	0.014094501614061204	1.4223332139201795e-05	0.014094501614061204	0.0	0.0	79.11673003802281	102.11216730038021	107.07984790874524	79.13504667232392	102.0320038792581	107.23348284640562	79.0	102.0	107.0	79.0	102.0	107.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YGR231C	PHB2
39	16	2	2402.5	418.0	136	0.015766969396493875	0.14934200010655868	0.002357532227510812	0.015906258421276274	1.3214244115781294e-05	0.015906258421276274	0.0	0.0	79.46414555833037	102.58972529432751	107.62647163753121	79.53200551171238	102.5422147062508	107.64274082425152	79.0	103.0	108.0	79.0	103.0	108.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YNL125C	ESBP6
40	17	2	2661.5	418.0	136	0.015384342661581169	0.7518248175182481	0.01157914993819105	0.015137634321245638	1.6280688488507284e-05	0.015180777799340003	0.0	0.0	79.4760824888385	102.34809722911206	107.97873999007868	79.56440532417345	102.2808072133963	107.93988836410476	79.0	102.0	108.0	79.0	102.0	108.0	DLR00012733	DLR00012733-2009-11-09_20-00-38	2009-11-09_20-00-38	DLR00012733-2009-11-09_20-00-38	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	0.02388888888888889	YPR119W	CLB2
